,RAhour,DEdeg,radius,d
2028,17.0355,-39.715,0.185,1105.0
2029,17.037,-41.785,0.17,7506.0
2030,17.0364,-41.11,0.105,1820.0
2031,17.0438,-26.268,0.21,8794.0
2032,17.05,-28.45,0.3,838.0
2033,17.0545,-47.152,0.1,1054.0
2034,17.0585,-8.838,0.16,4004.0
2035,17.0642,-48.083,0.11,3612.0
2036,17.0665,-51.09,0.11,813.0
2037,17.0715,-42.334,0.075,2601.0
2038,17.072,-42.07,0.16,3411.0
2039,17.0725,-19.45,0.115,5271.0
2040,17.074,-24.765,0.21,15308.0
2041,17.079,-74.35,0.14,1490.0
2042,17.078,-37.98,0.32,512.0
2043,17.082,-31.045,0.105,5409.0
2044,17.0819,-38.317,0.11,1695.0
2045,17.0859,-22.708,0.17,9400.0
2046,17.0945,-36.667,0.11,1579.0
2047,17.114,-35.58,0.54,1297.0
2048,17.1235,-40.817,0.18,1422.0
2049,17.16,-41.595,0.075,1669.0
2050,17.1695,-26.582,0.155,9474.0
2051,17.176,-25.075,0.115,7130.0
2052,17.1885,-45.9,0.06,1620.0
2053,17.19,-39.179,0.115,7908.0
2054,17.21,-33.355,0.785,1082.0
2055,17.22,-39.66,0.085,1569.0
2056,17.235,-10.48,0.12,3320.0
2057,17.2423,-29.462,0.13,5904.0
2058,17.2495,-39.085,0.13,1400.0
2059,17.2697,-39.417,0.11,1841.0
2060,17.272,-40.81,0.1,1723.0
2061,17.277,-28.14,0.12,10403.0
2062,17.2854,43.136,0.405,8292.0
2063,17.288,-36.335,0.09,2024.0
2064,17.2887,-35.55,0.155,1340.0
2065,17.2998,-23.766,0.1,7806.0
2066,17.3075,-42.93,0.145,1089.0
2067,17.311,-32.33,0.2,807.0
2068,17.3125,-38.295,0.165,7813.0
2069,17.315,-38.817,0.14,4854.0
2070,17.3198,-18.516,0.195,7892.0
2071,17.3447,-35.883,0.07,895.0
2072,17.3475,-36.115,0.245,1132.0
2073,17.3528,-19.587,0.205,8502.0
2074,17.3869,-37.758,0.09,5483.0
2075,17.389,-62.65,0.75,567.0
2076,17.392,-37.925,0.155,929.0
2077,17.393,-17.813,0.17,13886.0
2078,17.3996,-26.353,0.09,9201.0
2079,17.4065,-39.017,0.16,1818.0
2080,17.4113,-34.213,0.11,1773.0
2081,17.426,-34.4,0.09,1481.0
2082,17.415,-49.935,0.24,888.0
2083,17.425,-29.975,0.145,4499.0
2084,17.4248,-48.422,0.22,5610.0
2085,17.4255,-36.366,0.075,3135.0
2086,17.433,24.183,0.165,2938.0
2087,17.4478,-34.683,0.125,816.0
2088,17.4524,-7.083,0.11,25002.0
2089,17.4592,-30.802,0.095,7495.0
2090,17.4623,-5.08,0.45,3503.0
2091,17.467,-40.73,0.12,2186.0
2092,17.4755,-29.485,0.155,1490.0
2093,17.4825,-31.58,0.235,930.0
2094,17.483,-36.562,0.05,6755.0
2095,17.488,-36.653,0.055,5147.0
2096,17.4945,-40.45,0.16,1188.0
2097,17.496,-15.635,0.09,7893.0
2098,17.494,-32.48,0.125,1259.0
2099,17.5067,-33.19,0.075,1904.0
2100,17.5105,-32.205,0.11,2588.0
2101,17.5108,-31.596,0.175,7198.0
2102,17.5181,-29.967,0.13,8197.0
2103,17.521,-36.805,0.18,1467.0
2104,17.527,-39.84,0.12,7086.0
2105,17.527,-34.01,0.13,1051.0
2106,17.5319,-67.048,0.23,7600.0
2107,17.5325,-31.91,0.21,2778.0
2108,17.535,-17.883,0.112,2735.0
2109,17.5422,-27.075,0.09,3739.0
2110,17.5455,-32.955,0.16,1802.0
2111,17.549,-32.57,0.1,2837.0
2112,17.5555,-29.165,0.09,1215.0
2113,17.5583,-29.323,0.1,2879.0
2114,17.5744,-39.067,0.125,10897.0
2115,17.576,-36.65,0.115,3540.0
2116,17.579,-32.577,0.225,1184.0
2117,17.5836,-34.305,0.14,2325.0
2118,17.594,-21.07,0.09,5984.0
2119,17.595,-36.355,0.115,1948.0
2120,17.5966,-30.467,0.08,6699.0
2121,17.6029,-38.55,0.11,8201.0
2122,17.6048,-44.736,0.22,9889.0
2123,17.606,-33.52,0.25,1266.0
2124,17.6158,-42.235,0.11,3210.0
2125,17.617,-32.48,0.175,1474.0
2126,17.6267,-3.246,0.3,9298.0
2127,17.627,-35.022,0.1,1168.0
2128,17.6305,-58.145,0.15,1500.0
2129,17.6312,-36.304,0.09,1435.0
2130,17.6315,-8.085,0.31,174.0
2131,17.6367,-37.7,0.275,698.0
2132,17.6392,5.721,0.11,1660.0
2133,17.6435,-23.91,0.14,10598.0
2134,17.6444,-35.65,0.105,8208.0
2135,17.652,-34.815,0.305,526.0
2136,17.6555,-23.658,0.055,3054.0
2137,17.661,-33.233,0.125,2146.0
2138,17.6645,-9.11,0.115,1764.0
2139,17.67,-36.945,0.19,938.0
2140,17.672,-32.215,0.45,356.0
2141,17.6784,-53.674,0.405,2301.0
2142,17.6915,-40.12,0.145,1096.0
2143,17.6953,-19.571,0.08,7074.0
2144,17.727,-34.213,0.09,2471.0
2145,17.7267,-24.718,0.075,2041.0
2146,17.7284,-26.217,0.1,5802.0
2147,17.753,-47.185,0.89,218.0
2148,17.738,-34.885,0.075,2486.0
2149,17.7395,-32.365,0.24,767.0
2150,17.7481,-29.68,0.1,2727.0
2151,17.7485,3.17,0.18,20598.0
2152,17.7512,-28.848,0.09,1182.0
2153,17.758,-26.697,0.09,998.0
2154,17.7625,7.484,0.1,5011.0
2155,17.7655,-14.66,0.085,4078.0
2156,17.7711,-29.7,0.19,1699.0
2157,17.773,-29.325,0.13,1852.0
2158,17.771,5.695,0.7,352.0
2159,17.7762,-24.895,0.07,2264.0
2160,17.783,-31.53,0.155,1012.0
2161,17.7883,-24.893,0.09,1192.0
2162,17.7883,-29.617,0.105,1526.0
2163,17.7912,-33.066,0.12,13682.0
2164,17.7922,-30.09,0.085,3334.0
2165,17.8014,-24.78,0.07,6900.0
2166,17.8035,1.36,0.55,302.0
2167,17.8146,-20.36,0.15,8492.0
2168,17.814,-37.37,0.22,858.0
2169,17.814,-60.11,0.17,2326.0
2170,17.8173,-28.745,0.17,1700.0
2171,17.82,-29.235,0.165,614.0
2172,17.8215,-51.545,0.17,3066.0
2173,17.8245,-31.25,0.055,1346.0
2174,17.825,-34.825,0.19,1217.0
2175,17.837,-37.051,0.125,11610.0
2176,17.8447,-30.2,0.22,2605.0
2177,17.8462,-31.275,0.115,6812.0
2178,17.8477,-34.599,0.15,11611.0
2179,17.852,-11.88,0.23,644.0
2180,17.8545,11.162,0.14,1596.0
2181,17.8625,-35.175,0.23,2710.0
2182,17.875,-30.105,0.2,995.0
2183,17.8733,-28.652,0.14,5246.0
2184,17.874,-38.635,0.31,2695.0
2185,17.8786,-29.55,0.125,6664.0
2186,17.8805,-28.44,0.075,2626.0
2187,17.88,4.167,0.125,1836.0
2188,17.884,-29.873,0.07,1828.0
2189,17.887,-22.315,0.235,690.0
2190,17.888,-27.365,0.125,1668.0
2191,17.8908,-28.32,0.065,7575.0
2192,17.896,-34.78,0.7,303.0
2193,17.899,-32.465,0.08,7475.0
2194,17.9,-36.145,0.105,8923.0
2195,17.9094,-30.441,0.09,3567.0
2196,17.9221,-29.388,0.095,1698.0
2197,17.9235,-29.045,0.07,2295.0
2198,17.9355,-36.565,0.1,8508.0
2199,17.9405,-23.192,0.125,4340.0
2200,17.9439,0.058,0.15,3260.0
2201,17.9485,-35.27,0.19,1982.0
2202,17.949,-28.625,0.077,7061.0
2203,17.9485,-19.0,0.55,648.0
2204,17.9605,-22.865,0.14,2418.0
2205,17.9676,-11.677,0.08,3497.0
2206,17.9778,-32.01,0.085,3007.0
2207,17.9775,-5.072,0.09,8677.0
2208,17.9844,-44.266,0.125,11307.0
2209,17.9883,-24.71,0.115,4513.0
2210,17.9945,-51.695,0.14,2362.0
2211,17.9955,-28.207,0.165,830.0
2212,17.9968,-17.418,0.12,3707.0
2213,17.9994,-24.698,0.11,1134.0
2214,17.9985,-25.215,0.16,1405.0
2215,18.008,2.875,0.8,640.0
2216,18.0127,-24.073,0.09,2378.0
2217,18.0165,-23.535,0.155,593.0
2218,18.0264,-24.835,0.11,1478.0
2219,18.0274,-26.833,0.075,7108.0
2220,18.0303,-27.817,0.085,6305.0
2221,18.0307,-8.959,0.16,10600.0
2222,18.0332,-23.705,0.167,538.0
2223,18.0337,-23.953,0.08,2062.0
2224,18.0345,11.017,0.16,3221.0
2225,18.0348,-21.775,0.107,1763.0
2226,18.038,-21.917,0.115,2434.0
2227,18.0389,16.774,0.12,1724.0
2228,18.043,-22.995,0.265,1093.0
2229,18.0575,-27.895,0.155,1472.0
2230,18.0581,-22.117,0.16,2106.0
2231,18.0595,-30.034,0.1,7702.0
2232,18.0601,-26.067,0.08,5797.0
2233,18.064,-0.298,0.115,6806.0
2234,18.07,-22.49,0.19,1194.0
2235,18.0715,-20.178,0.085,2525.0
2236,18.075,-24.36,0.2,1365.0
2237,18.077,-58.525,0.115,985.0
2238,18.0805,-30.056,0.1,7892.0
2239,18.0805,-7.586,0.19,7801.0
2240,18.1024,-27.75,0.125,5301.0
2241,18.1055,-21.62,0.09,1515.0
2242,18.1075,21.914,0.125,6251.0
2243,18.1081,-21.38,0.14,1468.0
2244,18.1087,-27.447,0.075,7376.0
2245,18.1175,-19.91,0.14,2940.0
2246,18.1224,-24.997,0.18,3000.0
2247,18.1254,-25.755,0.06,1129.0
2248,18.125,-23.325,0.205,938.0
2249,18.134,-43.715,0.23,7499.0
2250,18.136,-22.28,0.165,1830.0
2251,18.1455,-37.94,0.13,1935.0
2252,18.1465,31.555,0.145,2626.0
2253,18.145,-21.405,0.202,2056.0
2254,18.1487,-18.443,0.22,1775.0
2255,18.1505,-20.08,0.11,4644.0
2256,18.1517,-46.417,0.065,21395.0
2257,18.1549,-25.909,0.155,6000.0
2258,18.156,-24.53,0.09,1490.0
2259,18.1587,-20.79,0.105,7436.0
2260,18.1605,-23.7,0.315,1170.0
2261,18.1677,4.222,0.115,4297.0
2262,18.1716,-31.764,0.13,7411.0
2263,18.1733,-17.741,0.105,1423.0
2264,18.1742,-16.73,0.155,2488.0
2265,18.1789,-7.208,0.29,5399.0
2266,18.1922,-16.0,0.31,1594.0
2267,18.2044,-22.733,0.11,4801.0
2268,18.2061,5.475,0.09,2495.0
2269,18.2081,-29.567,0.09,1211.0
2270,18.212,-21.6,0.266,861.0
2271,18.213,-24.35,0.095,1657.0
2272,18.2178,-13.325,0.11,4415.0
2273,18.2274,-31.827,0.14,10900.0
2274,18.2275,-22.13,0.095,3032.0
2275,18.23,-8.708,0.12,3976.0
2276,18.2347,-28.633,0.08,6555.0
2277,18.2347,-17.47,0.107,7959.0
2278,18.2385,-17.325,0.15,4736.0
2279,18.2438,-16.757,0.06,5358.0
2280,18.2442,-17.881,0.07,4269.0
2281,18.248,-20.32,0.48,1481.0
2282,18.2497,-3.155,0.1,2971.0
2283,18.252,-8.45,0.095,3940.0
2284,18.2536,-3.925,0.115,4429.0
2285,18.258,-19.015,0.18,2318.0
2286,18.26,-14.975,0.27,731.0
2287,18.2636,-22.133,0.1,1753.0
2288,18.2675,-25.705,0.235,1213.0
2289,18.27,-41.05,0.09,7562.0
2290,18.2718,17.45,0.115,1523.0
2291,18.2748,7.391,0.085,2153.0
2292,18.2751,-18.3,0.135,1277.0
2293,18.284,-45.25,0.1,1397.0
2294,18.2845,-19.87,0.1,6343.0
2295,18.282,-19.065,0.165,1290.0
2296,18.2865,-13.33,0.37,1623.0
2297,18.292,-16.65,0.2,932.0
2298,18.288,-19.12,0.115,1392.0
2299,18.294,-19.66,0.135,1289.0
2300,18.3005,-12.238,0.265,1895.0
2301,18.3058,29.11,0.305,1607.0
2302,18.307,-14.965,0.185,1144.0
2303,18.307,-18.43,0.14,2325.0
2304,18.3104,-52.216,0.155,13501.0
2305,18.3115,-13.78,0.24,1646.0
2306,18.3188,12.195,0.48,550.0
2307,18.3195,8.128,0.11,2496.0
2308,18.3295,-4.215,0.1,5325.0
2309,18.333,-17.11,0.19,1213.0
2310,18.3345,-32.36,0.18,759.0
2311,18.3355,-4.086,0.09,3497.0
2312,18.342,-63.81,0.14,4757.0
2313,18.343,-16.15,0.29,1308.0
2314,18.3553,-14.283,0.14,3197.0
2315,18.3725,-14.585,0.19,3412.0
2316,18.3798,-11.955,0.165,1335.0
2317,18.3845,15.85,0.15,1786.0
2318,18.3946,-30.361,0.1,7905.0
2319,18.3987,-16.64,0.13,1318.0
2320,18.4091,-24.87,0.155,5501.0
2321,18.4125,-13.396,0.1,4360.0
2322,18.4115,-19.72,0.11,1282.0
2323,18.413,-14.2,0.21,1475.0
2324,18.4245,-10.015,0.14,5785.0
2325,18.4247,-14.65,0.15,1258.0
2326,18.4355,-50.955,0.55,386.0
2327,18.4344,-13.05,0.1,1614.0
2328,18.4542,-12.02,0.17,2972.0
2329,18.4557,6.5,0.365,385.0
2330,18.4758,-31.905,0.105,5174.0
2331,18.4844,-11.967,0.125,1550.0
2332,18.503,-11.5,0.145,1257.0
2333,18.507,-15.045,0.115,2325.0
2334,18.509,-12.305,0.155,1916.0
2335,18.5156,-25.497,0.115,9410.0
2336,18.516,-13.14,0.17,765.0
2337,18.5219,-12.326,0.1,3381.0
2338,18.5231,-32.348,0.18,8800.0
2339,18.5233,-6.633,0.23,1460.0
2340,18.5245,-17.34,0.11,5246.0
2341,18.5285,-19.11,0.38,561.0
2342,18.5317,-23.475,0.115,8089.0
2343,18.5347,-15.687,0.1,1173.0
2344,18.537,-12.215,0.1,1802.0
2345,18.535,-16.01,0.1,1159.0
2346,18.5433,-12.14,0.1,2062.0
2347,18.542,-16.91,0.15,1245.0
2348,18.548,-6.035,0.1,1569.0
2349,18.5556,-4.971,0.09,2023.0
2350,18.556,-10.4,0.18,1564.0
2351,18.5585,-11.41,0.12,1649.0
2352,18.569,23.599,0.165,1965.0
2353,18.5695,-7.305,0.055,6952.0
2354,18.5745,-9.259,0.067,7459.0
2355,18.583,-6.85,0.115,5163.0
2356,18.5875,-7.16,0.14,1668.0
2357,18.596,-32.991,0.16,9999.0
2358,18.6067,-23.905,0.355,3198.0
2359,18.6088,-8.21,0.14,1708.0
2360,18.615,-19.22,0.34,591.0
2361,18.6375,-6.797,0.07,4261.0
2362,18.638,-37.56,0.14,2650.0
2363,18.649,5.45,0.8,483.0
2364,18.6608,-4.8,0.11,1304.0
2365,18.661,-6.03,0.09,1128.0
2366,18.6633,-8.415,0.18,1342.0
2367,18.6665,-44.19,0.11,3830.0
2368,18.687,-4.035,0.17,1381.0
2369,18.6872,-4.373,0.14,1930.0
2370,18.6916,-19.83,0.17,12801.0
2371,18.6983,-4.267,0.075,1422.0
2372,18.7036,-6.2,0.11,1441.0
2373,18.7081,-5.25,0.105,1762.0
2374,18.711,-33.65,0.47,800.0
2375,18.7165,-4.23,0.14,1273.0
2376,18.7202,-32.292,0.18,9001.0
2377,18.7207,-3.598,0.075,7813.0
2378,18.7352,-36.942,0.09,4080.0
2379,18.739,-4.93,0.115,2289.0
2380,18.749,-1.155,0.11,2434.0
2381,18.7545,-9.38,0.165,1748.0
2382,18.7565,-10.46,0.13,1848.0
2383,18.7655,-3.607,0.145,1174.0
2384,18.7678,-2.655,0.065,6699.0
2385,18.7722,-3.795,0.08,818.0
2386,18.7935,0.607,0.115,5387.0
2387,18.7923,-1.942,0.075,4891.0
2388,18.7983,-25.877,0.13,4135.0
2389,18.8025,-5.865,0.1,1604.0
2390,18.8122,-3.519,0.125,1516.0
2391,18.8185,-18.74,0.23,679.0
2392,18.8206,2.767,0.2,1657.0
2393,18.8298,4.96,0.165,1763.0
2394,18.8313,-1.022,0.085,2069.0
2395,18.8383,-3.577,0.085,1388.0
2396,18.844,-18.227,0.24,770.0
2397,18.8439,-4.188,0.19,2837.0
2398,18.8458,-5.21,0.11,2180.0
2399,18.8498,-6.28,0.35,1750.0
2400,18.8564,10.33,0.22,1075.0
2401,18.8575,0.175,0.075,4427.0
2402,18.872,-20.2,0.3,668.0
2403,18.8745,-21.085,0.14,1735.0
2404,18.8845,-8.706,0.17,6905.0
2405,18.8872,-42.125,0.135,1312.0
2406,18.889,1.247,0.06,2846.0
2407,18.901,36.805,0.55,373.0
2408,18.9055,-1.217,0.12,1791.0
2409,18.9095,-19.885,0.18,669.0
2410,18.914,5.54,0.1,1453.0
2411,18.919,10.775,0.09,4457.0
2412,18.9176,-30.48,0.145,26507.0
2413,18.9183,-22.701,0.115,7100.0
2414,18.931,21.619,0.27,546.0
2415,18.9315,10.773,0.075,4389.0
2416,18.9445,-26.95,0.115,2796.0
2417,18.945,10.415,0.08,4813.0
2418,18.9789,-26.794,0.125,1875.0
2419,18.979,-8.965,0.13,1127.0
2420,18.9925,-36.632,0.26,8703.0
2421,19.009,-0.47,0.155,2213.0
2422,19.0225,11.6,0.14,686.0
2423,19.0205,29.314,0.18,2220.0
2424,19.0233,-26.57,0.2,2711.0
2425,19.027,33.575,0.365,350.0
2426,19.027,-0.46,0.11,3401.0
2427,19.0389,-18.533,0.17,2037.0
2428,19.0646,-0.022,0.09,2687.0
2429,19.0685,-33.395,0.12,2207.0
2430,19.0876,1.9,0.165,7902.0
2431,19.1148,9.59,0.075,5745.0
2432,19.1258,6.283,0.185,1481.0
2433,19.1255,4.333,0.11,1143.0
2434,19.1303,4.267,0.195,2010.0
2435,19.1458,4.717,0.11,1951.0
2436,19.1456,5.597,0.085,2093.0
2437,19.1508,1.537,0.11,2847.0
2438,19.1605,-13.9,0.14,4079.0
2439,19.1753,7.883,0.068,5389.0
2440,19.1811,-59.985,0.42,4002.0
2441,19.1858,14.833,0.045,4496.0
2442,19.1867,1.03,0.19,7400.0
2443,19.189,13.096,0.14,1125.0
2444,19.1155,13.245,0.105,3026.0
2445,19.1942,12.05,0.12,3308.0
2446,19.2235,36.335,0.5,363.0
2447,19.229,-42.63,0.195,1509.0
2448,19.236,11.21,0.045,6292.0
2449,19.2585,11.265,0.18,1355.0
2450,19.2725,11.315,0.04,5405.0
2451,19.2765,30.183,0.16,9403.0
2452,19.2728,-16.25,1.33,270.0
2453,19.28,-0.922,0.115,2004.0
2454,19.284,-51.48,0.165,3276.0
2455,19.2855,23.98,0.1,5341.0
2456,19.2872,19.543,0.195,1978.0
2457,19.2955,-34.658,0.08,22795.0
2458,19.3006,18.567,0.14,5894.0
2459,19.3042,-57.9,0.145,2974.0
2460,19.3187,15.722,0.12,2360.0
2461,19.3217,-37.62,0.1,1995.0
2462,19.348,37.78,0.2,4926.0
2463,19.3483,15.685,0.1,3797.0
2464,19.351,43.975,0.113,1584.0
2465,19.351,13.765,0.135,2110.0
2466,19.3739,14.12,0.085,5950.0
2467,19.376,12.667,0.125,2509.0
2468,19.3815,14.165,0.06,5805.0
2469,19.3883,22.14,0.22,724.0
2470,19.3867,14.455,0.065,6055.0
2471,19.3958,14.513,0.053,5665.0
2472,19.408,16.895,0.093,2478.0
2473,19.4083,13.7,0.17,1796.0
2474,19.4088,20.795,0.085,1735.0
2475,19.4115,29.96,0.165,1500.0
2476,19.421,13.948,0.115,1455.0
2477,19.4235,11.635,0.105,1317.0
2478,19.4298,2.005,0.125,1361.0
2479,19.4285,8.08,0.11,2883.0
2480,19.434,16.33,0.06,5549.0
2481,19.4495,13.975,0.1,1305.0
2482,19.451,25.125,0.18,1082.0
2483,19.453,-23.59,0.11,2566.0
2484,19.4745,17.36,0.147,1462.0
2485,19.4789,-30.356,0.11,28596.0
2486,19.4827,14.873,0.1,2537.0
2487,19.4895,23.3,0.085,3150.0
2488,19.4958,15.553,0.26,2814.0
2489,19.4997,-15.17,0.14,1537.0
2490,19.5036,18.533,0.085,2003.0
2491,19.5101,20.272,0.155,1775.0
2492,19.5119,15.429,0.11,1303.0
2493,19.5142,-10.578,0.085,4213.0
2494,19.529,18.68,0.08,3447.0
2495,19.565,18.528,0.09,3369.0
2496,19.593,20.125,0.155,2669.0
2497,19.597,25.175,0.35,350.0
2498,19.605,35.66,0.28,841.0
2499,19.6081,37.694,0.09,2076.0
2500,19.6228,46.395,0.2,1227.0
2501,19.6228,18.695,0.09,3600.0
2502,19.6245,21.315,0.14,941.0
2503,19.6495,18.665,0.4,774.0
2504,19.65,6.768,0.08,3685.0
2505,19.6597,25.652,0.07,5276.0
2506,19.6666,-30.965,0.34,5428.0
2507,19.6697,26.25,0.1,12617.0
2508,19.6695,14.175,0.115,3918.0
2509,19.688,40.195,0.2,2360.0
2510,19.6957,-33.999,0.11,26316.0
2511,19.6927,27.383,0.47,494.0
2512,19.7067,38.64,0.21,2642.0
2513,19.7105,21.143,0.155,3422.0
2514,19.7128,29.85,0.07,2105.0
2515,19.719,23.3,0.2,1764.0
2516,19.722,1.62,0.52,525.0
2517,19.7455,26.905,0.1,2289.0
2518,19.747,29.26,0.555,852.0
2519,19.752,17.51,0.135,788.0
2520,19.7525,28.167,0.085,3731.0
2521,19.754,-8.0,0.15,13412.0
2522,19.7558,27.828,0.1,2839.0
2523,19.7545,23.9,0.18,1668.0
2524,19.765,27.85,0.085,1112.0
2525,19.7718,24.632,0.125,1392.0
2526,19.78,25.172,0.105,2471.0
2527,19.787,-11.855,0.115,1338.0
2528,19.795,24.255,0.108,4929.0
2529,19.7997,23.337,0.125,4394.0
2530,19.801,26.04,0.1,2769.0
2531,19.7993,59.398,0.11,3095.0
2532,19.8075,27.295,0.093,2787.0
2533,19.807,21.958,0.17,672.0
2534,19.8142,21.215,0.07,4192.0
2535,19.8201,26.835,0.068,2743.0
2536,19.8245,21.167,0.1,2796.0
2537,19.8375,7.905,0.215,603.0
2538,19.85,23.1,0.14,1841.0
2539,19.85,25.27,0.075,1540.0
2540,19.8506,32.233,0.075,7329.0
2541,19.8625,33.535,0.12,4569.0
2542,19.8695,11.628,0.11,4785.0
2543,19.87,18.488,0.165,3065.0
2544,19.87,29.41,0.11,2173.0
2545,19.8867,18.323,0.135,1604.0
2546,19.885,11.695,0.1,3367.0
2547,19.8962,18.779,0.22,3999.0
2548,19.897,39.4,0.14,1039.0
2549,19.9015,34.545,0.34,479.0
2550,19.911,17.87,0.155,5588.0
2551,19.9167,27.216,0.06,1951.0
2552,19.922,12.13,0.12,2451.0
2553,19.9365,12.182,0.1,4200.0
2554,19.9406,32.355,0.075,4451.0
2555,19.9511,31.611,0.15,2860.0
2556,19.9675,26.755,0.145,2628.0
2557,19.9689,30.883,0.077,2735.0
2558,19.9715,32.55,0.08,1447.0
2559,19.9775,20.514,0.14,1582.0
2560,19.9881,56.117,0.1,1202.0
2561,19.9915,34.645,0.115,2296.0
2562,19.993,49.285,0.095,3260.0
2563,20.0005,29.221,0.08,1689.0
2564,20.0058,25.42,0.11,3412.0
2565,20.01,30.577,0.09,977.0
2566,20.0188,33.189,0.06,3518.0
2567,20.0215,33.615,0.075,2088.0
2568,20.024,28.63,0.085,7837.0
2569,20.026,25.215,0.083,1721.0
2570,20.0325,31.445,0.16,8486.0
2571,20.033,33.917,0.1,3354.0
2572,20.0405,35.306,0.075,1668.0
2573,20.041,42.165,0.11,970.0
2574,20.0412,35.685,0.14,2303.0
2575,20.05,11.26,0.115,2108.0
2576,20.049,33.57,0.23,852.0
2577,20.0475,37.65,0.19,1400.0
2578,20.0485,46.195,0.1,1037.0
2579,20.0522,31.967,0.085,2900.0
2580,20.0658,44.16,0.15,1326.0
2581,20.078,33.906,0.1,2047.0
2582,20.0788,-10.485,0.225,513.0
2583,20.081,27.093,0.11,1993.0
2584,20.0817,29.217,0.185,2096.0
2585,20.0815,-30.355,0.135,2402.0
2586,20.0905,11.942,0.095,4860.0
2587,20.0915,33.567,0.085,3924.0
2588,20.098,41.195,0.205,1532.0
2589,20.0977,40.54,0.07,2394.0
2590,20.1,35.77,0.26,1791.0
2591,20.101,-21.921,0.11,20897.0
2592,20.1085,35.57,0.065,2694.0
2593,20.1115,38.365,0.13,3108.0
2594,20.116,33.823,0.115,2645.0
2595,20.1265,35.713,0.205,1580.0
2596,20.128,21.09,0.1,4785.0
2597,20.1285,27.556,0.105,4023.0
2598,20.1405,-3.543,0.13,1221.0
2599,20.1545,35.48,0.185,1142.0
2600,20.1618,36.498,0.1,1445.0
2601,20.164,32.91,0.115,2588.0
2602,20.167,41.355,0.11,4296.0
2603,20.1799,41.178,0.18,5895.0
2604,20.173,33.78,0.415,508.0
2605,20.168,34.97,0.21,1952.0
2606,20.185,37.465,0.48,1580.0
2607,20.189,35.83,0.16,1380.0
2608,20.197,35.665,0.15,1803.0
2609,20.1966,26.81,0.225,432.0
2610,20.1997,28.31,0.115,831.0
2611,20.1983,34.41,0.18,3292.0
2612,20.2005,26.515,0.145,3776.0
2613,20.2055,37.88,0.09,1073.0
2614,20.2195,29.113,0.085,3810.0
2615,20.2267,25.455,0.12,1904.0
2616,20.2295,36.749,0.06,2685.0
2617,20.2415,28.94,0.1,4947.0
2618,20.251,41.185,0.125,884.0
2619,20.2505,33.921,0.11,1928.0
2620,20.257,36.815,0.16,1032.0
2621,20.27,37.88,0.165,1916.0
2622,20.273,52.098,0.23,569.0
2623,20.269,50.245,0.15,1935.0
2624,20.276,37.64,0.22,1764.0
2625,20.2808,33.617,0.1,2331.0
2626,20.28,-79.04,0.33,2218.0
2627,20.295,39.35,0.115,1589.0
2628,20.2964,38.033,0.09,1457.0
2629,20.299,37.875,0.125,2702.0
2630,20.301,36.76,0.06,2405.0
2631,20.302,40.725,0.2,871.0
2632,20.3053,42.625,0.115,1546.0
2633,20.3058,31.21,0.125,2103.0
2634,20.3165,46.31,0.19,1073.0
2635,20.3125,37.73,0.245,1760.0
2636,20.3305,40.895,0.13,2466.0
2637,20.327,38.141,0.105,1239.0
2638,20.3355,40.833,0.115,1238.0
2639,20.3357,39.32,0.13,969.0
2640,20.3368,38.69,0.115,1653.0
2641,20.3545,18.39,0.155,2973.0
2642,20.3555,48.14,0.105,5038.0
2643,20.3605,37.405,0.18,1239.0
2644,20.364,25.735,0.1,2920.0
2645,20.3875,40.795,0.175,1127.0
2646,20.3858,41.695,0.21,758.0
2647,20.4,38.51,0.12,1173.0
2648,20.3992,36.6,0.062,1757.0
2649,20.4085,42.27,0.105,1078.0
2650,20.4075,46.045,0.165,2839.0
2651,20.423,40.226,0.125,1427.0
2652,20.4245,37.39,0.06,1547.0
2653,20.428,41.953,0.13,1063.0
2654,20.4412,41.43,0.1,1813.0
2655,20.4425,37.266,0.09,1087.0
2656,20.4439,-80.0,0.16,2473.0
2657,20.4497,38.972,0.12,1434.0
2658,20.453,39.45,0.09,2378.0
2659,20.4615,36.075,0.08,1379.0
2660,20.4705,40.885,0.085,1818.0
2661,20.4713,35.112,0.1,3797.0
2662,20.476,39.205,0.27,544.0
2663,20.483,40.497,0.1,1297.0
2664,20.4965,41.635,0.2,1499.0
2665,20.5078,41.264,0.085,1863.0
2666,20.5035,44.335,0.15,1456.0
2667,20.517,51.015,0.08,2368.0
2668,20.517,4.72,0.108,1504.0
2669,20.5255,60.66,0.32,1800.0
2670,20.541,40.285,0.13,2024.0
2671,20.5435,41.44,0.18,901.0
2672,20.5545,41.32,0.425,1593.0
2673,20.562,45.616,0.1,1318.0
2674,20.5639,40.115,0.075,844.0
2675,20.565,41.382,0.09,1089.0
2676,20.5698,7.404,0.14,15606.0
2677,20.574,28.28,0.4,844.0
2678,20.579,22.21,0.13,2428.0
2679,20.579,41.415,0.115,3091.0
2680,20.5822,53.296,0.075,1332.0
2681,20.5875,46.841,0.115,2652.0
2682,20.5897,42.368,0.12,1728.0
2683,20.5971,44.29,0.115,1233.0
2684,20.6295,9.968,0.125,4011.0
2685,20.635,42.225,0.09,1186.0
2686,20.6413,42.493,0.155,1790.0
2687,20.642,42.105,0.09,1413.0
2688,20.6436,42.657,0.08,1818.0
2689,20.6735,42.95,0.12,857.0
